Trial ID, Session ID, User ID, Question ID, Question Text, Question Type, User Answer, Correct Answer, Response Time, Button Response 1, Button Response 2, Button Response 3, Button Response 4, Button Response Submit, Trial Onset, Feedback Onset, Current Date, Current Year, Current Time, Current Time MS, Semester, Grade, Age, Handedness, Gender, SEAGroup, iPad Number, Math Recall Array, Math Verification Array, Math Recall Orientation
37, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 37, 3 x 4 = 12, Arithmetic Verification, True, true, 1914.0, None, None, None, None, None, 104737.0, 106652.0, May 25, 2017, 8:08:08 AM, 29288000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
38, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 38, 5 x 6 = 13, Arithmetic Verification, False, false, 1377.0, None, None, None, None, None, 107404.0, 108782.0, May 25, 2017, 8:08:10 AM, 29290000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
39, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 39, 3 x 5 = 15, Arithmetic Verification, True, true, 2617.0, None, None, None, None, None, 109534.0, 112153.0, May 25, 2017, 8:08:13 AM, 29293000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
40, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 40, 5 + 4 = 9, Arithmetic Verification, True, true, 7280.0, None, None, None, None, None, 112905.0, 120187.0, May 25, 2017, 8:08:21 AM, 29301000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
41, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 41, 3 + 6 = 18, Arithmetic Verification, True, false, 2815.0, None, None, None, None, None, 120938.0, 123754.0, May 25, 2017, 8:08:25 AM, 29305000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
42, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 42, 3 + 5 = 8, Arithmetic Verification, False, true, 2510.0, None, None, None, None, None, 124506.0, 127017.0, May 25, 2017, 8:08:28 AM, 29308000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
43, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 43, 6 + 3 = 9, Arithmetic Verification, True, true, 1830.0, None, None, None, None, None, 127769.0, 129600.0, May 25, 2017, 8:08:31 AM, 29311000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
44, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 44, 3 + 2 = 4, Arithmetic Verification, False, false, 2467.0, None, None, None, None, None, 130354.0, 132822.0, May 25, 2017, 8:08:34 AM, 29314000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
45, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 45, 2 x 3 = 7, Arithmetic Verification, False, false, 2663.0, None, None, None, None, None, 133574.0, 136240.0, May 25, 2017, 8:08:37 AM, 29317000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
46, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 46, 6 x 5 = 30, Arithmetic Verification, True, true, 3192.0, None, None, None, None, None, 136991.0, 140184.0, May 25, 2017, 8:08:41 AM, 29321000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
47, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 47, 3 + 4 = 7, Arithmetic Verification, True, true, 2798.0, None, None, None, None, None, 140936.0, 143735.0, May 25, 2017, 8:08:45 AM, 29325000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
48, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 48, 5 x 2 = 10, Arithmetic Verification, True, true, 1796.0, None, None, None, None, None, 144487.0, 146285.0, May 25, 2017, 8:08:47 AM, 29327000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
49, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 49, 6 + 4 = 26, Arithmetic Verification, False, false, 3047.0, None, None, None, None, None, 147037.0, 150085.0, May 25, 2017, 8:08:51 AM, 29331000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
50, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 50, 6 x 4 = 8, Arithmetic Verification, False, false, 2247.0, None, None, None, None, None, 150837.0, 153086.0, May 25, 2017, 8:08:54 AM, 29334000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
51, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 51, 3 + 2 = 5, Arithmetic Verification, True, true, 1719.0, None, None, None, None, None, 153838.0, 155559.0, May 25, 2017, 8:08:57 AM, 29337000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
52, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 52, 4 x 3 = 6, Arithmetic Verification, False, false, 1775.0, None, None, None, None, None, 156310.0, 158086.0, May 25, 2017, 8:08:59 AM, 29339000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
53, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 53, 2 x 5 = 5, Arithmetic Verification, False, false, 2430.0, None, None, None, None, None, 158839.0, 161271.0, May 25, 2017, 8:09:02 AM, 29342000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
54, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 54, 6 x 4 = 10, Arithmetic Verification, False, false, 2683.0, None, None, None, None, None, 162023.0, 164707.0, May 25, 2017, 8:09:06 AM, 29346000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
55, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 55, 2 + 4 = 6, Arithmetic Verification, True, true, 2043.0, None, None, None, None, None, 165459.0, 167503.0, May 25, 2017, 8:09:09 AM, 29349000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
56, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 56, 2 + 3 = 6, Arithmetic Verification, No Answer, false, 4002.0, None, None, None, None, None, 168255.0, 172258.0, May 25, 2017, 8:09:13 AM, 29353000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
57, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 57, 2 x 4 = 8, Arithmetic Verification, True, true, 2443.0, None, None, None, None, None, 173010.0, 175455.0, May 25, 2017, 8:09:17 AM, 29357000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
58, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 58, 4 + 3 = 11, Arithmetic Verification, False, false, 2363.0, None, None, None, None, None, 176207.0, 178571.0, May 25, 2017, 8:09:20 AM, 29360000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
59, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 59, 6 x 3 = 18, Arithmetic Verification, True, true, 2835.0, None, None, None, None, None, 179323.0, 182160.0, May 25, 2017, 8:09:23 AM, 29363000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
60, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 60, 3 x 4 = 7, Arithmetic Verification, False, false, 2943.0, None, None, None, None, None, 182911.0, 185855.0, May 25, 2017, 8:09:27 AM, 29367000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
61, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 61, 5 + 2 = 10, Arithmetic Verification, No Answer, false, 4002.0, None, None, None, None, None, 186608.0, 190611.0, May 25, 2017, 8:09:32 AM, 29372000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
61, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 62, 5 x 3 = 15, Arithmetic Verification, False, true, 4043.0, None, None, None, None, None, 186608.0, 190652.0, May 25, 2017, 8:09:32 AM, 29372000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
62, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 63, 4 + 3 = 12, Arithmetic Verification, False, false, 3209.0, None, None, None, None, None, 191363.0, 194573.0, May 25, 2017, 8:09:36 AM, 29376000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
63, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 64, 3 x 2 = 5, Arithmetic Verification, False, false, 3002.0, None, None, None, None, None, 195325.0, 198328.0, May 25, 2017, 8:09:39 AM, 29379000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
64, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 65, 2 x 3 = 6, Arithmetic Verification, True, true, 1529.0, None, None, None, None, None, 199080.0, 200610.0, May 25, 2017, 8:09:42 AM, 29382000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
65, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 66, 5 + 2 = 7, Arithmetic Verification, True, true, 1581.0, None, None, None, None, None, 201362.0, 202944.0, May 25, 2017, 8:09:44 AM, 29384000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
66, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 67, 4 + 6 = 24, Arithmetic Verification, False, false, 2459.0, None, None, None, None, None, 203696.0, 206157.0, May 25, 2017, 8:09:47 AM, 29387000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
67, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 68, 6 + 3 = 17, Arithmetic Verification, False, false, 2502.0, None, None, None, None, None, 206909.0, 209413.0, May 25, 2017, 8:09:51 AM, 29391000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
68, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 69, 5 x 2 = 7, Arithmetic Verification, False, false, 2341.0, None, None, None, None, None, 210164.0, 212507.0, May 25, 2017, 8:09:54 AM, 29394000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
69, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 70, 6 x 4 = 24, Arithmetic Verification, True, true, 2580.0, None, None, None, None, None, 213260.0, 215841.0, May 25, 2017, 8:09:57 AM, 29397000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
70, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 71, 6 + 2 = 8, Arithmetic Verification, True, true, 2897.0, None, None, None, None, None, 216592.0, 219490.0, May 25, 2017, 8:10:01 AM, 29401000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
71, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 72, 6 x 3 = 10, Arithmetic Verification, False, false, 2784.0, None, None, None, None, None, 220243.0, 223029.0, May 25, 2017, 8:10:04 AM, 29404000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
72, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 73, 4 x 3 = 12, Arithmetic Verification, True, true, 3630.0, None, None, None, None, None, 223782.0, 227412.0, May 25, 2017, 8:10:09 AM, 29409000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
73, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 74, 2 x 6 = 12, Arithmetic Verification, True, true, 2846.0, None, None, None, None, None, 228164.0, 231013.0, May 25, 2017, 8:10:12 AM, 29412000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
74, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 75, 6 + 5 = 11, Arithmetic Verification, True, true, 2147.0, None, None, None, None, None, 231765.0, 233913.0, May 25, 2017, 8:10:15 AM, 29415000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
75, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 76, 4 + 6 = 10, Arithmetic Verification, True, true, 1915.0, None, None, None, None, None, 234665.0, 236581.0, May 25, 2017, 8:10:18 AM, 29418000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
76, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 77, 3 x 6 = 9, Arithmetic Verification, False, false, 2445.0, None, None, None, None, None, 237333.0, 239779.0, May 25, 2017, 8:10:21 AM, 29421000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
77, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 78, 4 x 5 = 20, Arithmetic Verification, True, true, 1749.0, None, None, None, None, None, 240531.0, 242281.0, May 25, 2017, 8:10:23 AM, 29423000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
78, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 79, 5 + 2 = 11, Arithmetic Verification, False, false, 2414.0, None, None, None, None, None, 243033.0, 245448.0, May 25, 2017, 8:10:27 AM, 29427000, Spring, Seventh, 12, Right, Male, Group B, 70, None, 2b, None
78, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 0, 6 + 2, Math Recall, 8, 8, 3511.0, 3194.0, None, None, None, 3511.0, 0.0, 3511.0, May 25, 2017, 8:13:06 AM, 29586000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
79, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 1, 7 + 8, Math Recall, 17, 15, 10002.0, 14095.0, 14328.0, None, None, 14517.0, 4513.0, 14517.0, May 25, 2017, 8:13:17 AM, 29597000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
80, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 2, 32 + 7, Math Recall, 39, 39, 9244.0, 22612.0, 24467.0, None, None, 24763.0, 15518.0, 24763.0, May 25, 2017, 8:13:27 AM, 29607000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
81, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 3, 49 + 5, Math Recall, 54, 54, 8463.0, 33497.0, 33914.0, None, None, 34230.0, 25765.0, 34230.0, May 25, 2017, 8:13:36 AM, 29616000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
82, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 4, 69 + 27, Math Recall, No Answer, 96, 10002.0, None, None, None, None, None, 35233.0, 45236.0, May 25, 2017, 8:13:47 AM, 29627000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
83, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 5, 44 + 32, Math Recall, 7, 76, 10002.0, 55282.0, None, None, None, 56240.0, 46237.0, 56240.0, May 25, 2017, 8:13:58 AM, 29638000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
84, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 6, 8 + 5, Math Recall, 13, 13, 6022.0, 62538.0, 62949.0, None, None, 63266.0, 57242.0, 63266.0, May 25, 2017, 8:14:05 AM, 29645000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
85, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 7, 3 + 4, Math Recall, 7, 7, 9197.0, 73050.0, None, None, None, 73467.0, 64268.0, 73467.0, May 25, 2017, 8:14:16 AM, 29656000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
86, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 8, 83 + 6, Math Recall, 89, 89, 6147.0, 79251.0, 80356.0, None, None, 80618.0, 74469.0, 80618.0, May 25, 2017, 8:14:23 AM, 29663000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
87, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 9, 54 + 8, Math Recall, No Answer, 62, 10002.0, None, None, None, None, None, 81620.0, 91623.0, May 25, 2017, 8:14:34 AM, 29674000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
88, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 10, 36 + 58, Math Recall, No Answer, 94, 10002.0, None, None, None, None, None, 92626.0, 102628.0, May 25, 2017, 8:14:45 AM, 29685000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
89, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 11, 73 + 25, Math Recall, 97, 98, 8889.0, 111854.0, 112237.0, None, None, 112521.0, 103630.0, 112520.0, May 25, 2017, 8:14:55 AM, 29695000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
90, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 12, 16 - 9, Math Recall, 6, 7, 7297.0, 120571.0, None, None, None, 120822.0, 113523.0, 120821.0, May 25, 2017, 8:15:03 AM, 29703000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
91, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 13, 8 - 2, Math Recall, 6, 6, 4113.0, 125726.0, None, None, None, 125939.0, 121824.0, 125938.0, May 25, 2017, 8:15:08 AM, 29708000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
92, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 14, 32 - 7, Math Recall, 24, 25, 8914.0, 134972.0, 135539.0, None, None, 135857.0, 126940.0, 135857.0, May 25, 2017, 8:15:18 AM, 29718000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
93, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 15, 98 - 4, Math Recall, 94, 94, 6613.0, 142823.0, 143190.0, None, None, 143474.0, 136859.0, 143473.0, May 25, 2017, 8:15:26 AM, 29726000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
94, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 16, 86 - 23, Math Recall, 43, 63, 9047.0, 152824.0, 153258.0, None, None, 153524.0, 144475.0, 153524.0, May 25, 2017, 8:15:36 AM, 29736000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
95, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 17, 74 - 49, Math Recall, No Answer, 25, 10002.0, None, None, None, None, None, 154526.0, 164529.0, May 25, 2017, 8:15:47 AM, 29747000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Horizontal
96, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 18, 13 - 7, Math Recall, 6, 6, 8227.0, 173359.0, None, None, None, 173760.0, 165531.0, 173759.0, May 25, 2017, 8:15:56 AM, 29756000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
97, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 19, 9 - 4, Math Recall, 5, 5, 6163.0, 180592.0, None, None, None, 180926.0, 174761.0, 180926.0, May 25, 2017, 8:16:03 AM, 29763000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
98, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 20, 63 - 5, Math Recall, No Answer, 58, 10001.0, None, None, None, None, None, 181928.0, 191930.0, May 25, 2017, 8:16:14 AM, 29774000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
99, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 21, 49 - 6, Math Recall, 43, 43, 7845.0, 198148.0, 200449.0, None, None, 200779.0, 192932.0, 200779.0, May 25, 2017, 8:16:23 AM, 29783000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
100, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 22, 68 - 35, Math Recall, 3, 33, 10002.0, 211662.0, None, None, None, 211784.0, 201780.0, 211784.0, May 25, 2017, 8:16:34 AM, 29794000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
101, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 23, 92 - 27, Math Recall, No Answer, 65, 10002.0, None, None, None, None, None, 212786.0, 222789.0, May 25, 2017, 8:16:45 AM, 29805000, Spring, Seventh, 12, Right, Male, Group B, 70, One, None, Vertical
101, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 0, 1 - 0, Math Fluency, 1, 1, 1699.0, 1587.0, None, None, None, 1701.0, 0.0, 1700.0, May 25, 2017, 8:18:05 AM, 29885000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
102, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 1, 4 - 0, Math Fluency, 4, 4, 1896.0, 4388.0, None, None, None, 4600.0, 2702.0, 4600.0, May 25, 2017, 8:18:08 AM, 29888000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
103, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 2, 3 - 2, Math Fluency, 1, 1, 2297.0, 7750.0, None, None, None, 7901.0, 5602.0, 7901.0, May 25, 2017, 8:18:11 AM, 29891000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
104, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 3, 1 + 0, Math Fluency, 1, 1, 1363.0, 10071.0, None, None, None, 10268.0, 8903.0, 10267.0, May 25, 2017, 8:18:14 AM, 29894000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
105, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 4, 0 + 2, Math Fluency, 2, 2, 1763.0, 12905.0, None, None, None, 13034.0, 11270.0, 13034.0, May 25, 2017, 8:18:16 AM, 29896000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
106, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 5, 4 + 4, Math Fluency, 8, 8, 1730.0, 15622.0, None, None, None, 15769.0, 14037.0, 15768.0, May 25, 2017, 8:18:19 AM, 29899000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
107, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 6, 0 + 5, Math Fluency, 5, 5, 1646.0, 18224.0, None, None, None, 18418.0, 16771.0, 18418.0, May 25, 2017, 8:18:22 AM, 29902000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
108, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 7, 4 + 1, Math Fluency, 5, 5, 1997.0, 21205.0, None, None, None, 21419.0, 19420.0, 21418.0, May 25, 2017, 8:18:25 AM, 29905000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
109, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 8, 2 - 1, Math Fluency, 1, 1, 1897.0, 24201.0, None, None, None, 24320.0, 22421.0, 24320.0, May 25, 2017, 8:18:28 AM, 29908000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
110, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 9, 7 - 2, Math Fluency, 5, 5, 2913.0, 28019.0, None, None, None, 28236.0, 25322.0, 28235.0, May 25, 2017, 8:18:32 AM, 29912000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
111, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 10, 6 + 6, Math Fluency, 12, 12, 2630.0, 31407.0, 31686.0, None, None, 31869.0, 29238.0, 31869.0, May 25, 2017, 8:18:35 AM, 29915000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
112, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 11, 3 + 3, Math Fluency, 6, 6, 2363.0, 35053.0, None, None, None, 35236.0, 32871.0, 35236.0, May 25, 2017, 8:18:39 AM, 29919000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
113, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 12, 5 + 4, Math Fluency, 9, 9, 2447.0, 38503.0, None, None, None, 38686.0, 36238.0, 38686.0, May 25, 2017, 8:18:42 AM, 29922000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
114, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 13, 2 + 7, Math Fluency, 9, 9, 2214.0, 41686.0, None, None, None, 41904.0, 39688.0, 41904.0, May 25, 2017, 8:18:45 AM, 29925000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
115, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 14, 3 - 0, Math Fluency, 3, 3, 2763.0, 45408.0, None, None, None, 45671.0, 42906.0, 45670.0, May 25, 2017, 8:18:49 AM, 29929000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
116, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 15, 2 + 4, Math Fluency, 6, 6, 3713.0, 50105.0, None, None, None, 50388.0, 46673.0, 50388.0, May 25, 2017, 8:18:54 AM, 29934000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
117, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 16, 5 - 1, Math Fluency, 4, 4, 1996.0, 53209.0, None, None, None, 53388.0, 51390.0, 53388.0, May 25, 2017, 8:18:57 AM, 29937000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
118, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 17, 7 + 1, Math Fluency, 6, 8, 2846.0, 56939.0, None, None, None, 57238.0, 54390.0, 57238.0, May 25, 2017, 8:19:01 AM, 29941000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
119, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 18, 1 - 1, Math Fluency, 0, 0, 1746.0, 59805.0, None, None, None, 59988.0, 58240.0, 59988.0, May 25, 2017, 8:19:03 AM, 29943000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
120, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 19, 3 + 0, Math Fluency, 3, 3, 2213.0, 62977.0, None, None, None, 63206.0, 60990.0, 63206.0, May 25, 2017, 8:19:07 AM, 29947000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
121, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 20, 8 - 3, Math Fluency, 5, 5, 3513.0, 67472.0, None, None, None, 67723.0, 64208.0, 67722.0, May 25, 2017, 8:19:11 AM, 29951000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
122, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 21, 4 + 2, Math Fluency, 6, 6, 2963.0, 71344.0, None, None, None, 71690.0, 68725.0, 71690.0, May 25, 2017, 8:19:15 AM, 29955000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
123, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 22, 5 + 1, Math Fluency, 6, 6, 2898.0, 75240.0, None, None, None, 75591.0, 72691.0, 75591.0, May 25, 2017, 8:19:19 AM, 29959000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
124, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 23, 10 - 2, Math Fluency, 8, 8, 2483.0, 78577.0, None, None, None, 79078.0, 76593.0, 79078.0, May 25, 2017, 8:19:23 AM, 29963000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
125, ad703008533350f6da6f7333356a8f04, ADMIN-UCSF-pe025, 24, 8 + 1, Math Fluency, 9, 9, 3292.0, 83075.0, None, None, None, 83374.0, 80080.0, 83374.0, May 25, 2017, 8:19:27 AM, 29967000, Spring, Seventh, 12, Right, Male, Group B, 70, None, None, 
